,username,name,tweet
3552,isaiahmitch_tx,Isaiah Mitchell,"COVID-19 staff obstacles, STAAR test, 2019 school funding increase, bond efficiency, and homestead exemptions on the agenda for a meeting of the Public Education Committee of the Texas Senate on May 24 #txlege  https://t.co/AlZnOGroIP  https://t.co/hg1TWClEHi"
3553,chinadaily,China Daily,"Schools and universities under lockdowns for COVID-19 epidemic control purpose must provide support to students and teachers facing emotional and psychological problems, said an official with the Ministry of Education.  https://t.co/UQU8EdcEXo  https://t.co/fi6aOqTBa0"
3554,cmdott,catherine dickson,"@reshminair I loved grade 13 and given the damage done to schools because of covid and Ford, I think it’s a good idea.  Certainly beats privatising education."
3555,lisa41017226,lisa,"Have no idea why SNP are still getting votes. Education is down the tubes. Police Scotland are struggling and the NHS is a disaster. Just ask people waiting to be seen, health wise or operation waits. Don’t blame covid. Consultants I know are sitting on their heels due to SNP"
3556,barthins,Chrissy,"@bly_nell @Web1John @LizzieShane8 Everything is about money now. Covid, abortion, education all about money. never thought I would see in my lifetime row v wade being overturned.  Rush always said change the minds of people and with technology we did. What we know about fetal pain &amp; the pictures we get now."
3557,takillamocking,TakillaMocking,"@AmericanPurrl 2/2 Do you think there are people who have a good science education who would hear ""this will stop the spread"" and translate that in their head as ""ahh, it works 100% of the time and will 100% stop all spread of covid""?  I'm super curious on that one 🙃"
3558,michaelkugelman,Michael Kugelman,"Note-this is not a sign of stepped-up cooperation since Imran Khan's ouster. US-Pak collaborations on development/non-security issues have been ongoing in recent months. US has sent more COVID shots to Pakistan than to any other nation. Also deals on water, energy, education."
3559,group_kq,KQ education group,"As COVID wanes, Denver looks to catch up on special education  https://t.co/nCiEMiS5gr"
3560,educationaspect,USeducation Service,"As COVID wanes, Denver looks to catch up on special education  https://t.co/hfGqS6M3NJ"
3562,seaneighborhood,Seattle Department of Neighborhoods,"After so much isolation and uncertainty, @LaRoxay knew people needed an opportunity to heal. “Healing and Storytelling in the Times of COVID-19” was a 3-day event focused on engagement, education &amp; community building for the Latinx community. #OneSeattle  https://t.co/Tkpcz8trX6"
3563,thedocms,Doctor Dad,@npt_writes 9.Bill 124 limiting wage increases 10.Last province to sign federal child care deal 11.Refusal to implement paid sick days during CoVID 12.Proposed $1.3 billion dollar cut to education in new budget  Please fill in what I’m missing
3564,peanutbr1ttle,Gavin Smith,"@Eddystone506 As travel picks up post Covid I think more people will wake up to that, they’ve also lost safe food, lost trade=higher taxes &amp; less choices, lost education ERASMUS, lost investment in places like Cornwall etc etc. Every loss needs to be highlighted &amp;compared to those still in EU."
3565,trevorh53038397,Trevor Hughes,"Sweden's Covid strategy appears to have been vindicated  https://t.co/K4EWWpL3Io   ""The other consideration was the collateral damage of lockdown: the missed cancer diagnoses, the cancelled hospital appointments, and the lost education."""
3566,its_tove,Tové Schweizer,"Education needs work ethic, respect for teachers, + a sense of community in schools.  Due to covid, the class of 2023 is the only HS-class to have witnessed such from higher grades.   Our class needs to set an exceptional example for the grades bellow us so that they can succeed."
3567,drext727,David Taylor,@CobraDmd @jmal52 @GregAbbott_TX You mean that covid money that was earmarked for public education
3568,quarecuttie,"Jan - Vax up, mask up, ventilate classrooms","@janeinator @mofitzmaurice @BelfastLive Damn, @Education_NI would be better off if she hadn’t been elected. There are barely any mitigations in schools now to protect pupils from Covid reinfections. 🚩"
3569,wefornews,We For News,"MP| If India does good work, some countries conspire against us. WHO has submitted a report (on number of deaths in India due to Covid-19) which has been rejected by all health ministers. The figures WHO have given are without any facts: State Medical Education Min Vishwas Sarang"
3570,ruralachi1,ruralachi,"@JasonCraigBrown @levinepmc @CherylR09307747 @tdsb the shutdowns during the covid crisis is why there's now such a wide spread criticism of public education now. . .  these problems are not new, therefore the system believes it can go back to the way things were but the more you flex your choices, the less control they maintain."
3571,the_brian_life,Brian The Wallace,@Shavik19 @CrimCartier Public education was already a gong show before covid ; 2 years later it's just a total disaster on so many levels that I don't even know where to start.
3572,kate_tweeton,Kate Eaton 💙 🇮🇪🇪🇺🇺🇦🌈 #FBPE,"I've not had it and neither have my son and husband. But I don't think we've been any more vigilant than colleagues, friends, family who have caught Covid. Masks when mandated and still on public transport and crowded indoor places etc...working onsite in education and retail."
3573,unltlte,"Teaching, Learning and Teacher Education",🍏What is a favorite memory of your time in the program?🍏  In STEM block (during COVID) we would talk and share stories every day – it was more like a friend group. We spent most of our time together and built great friendships that I feel will last well into our future careers.
3574,tzodiac1,Teresa Zackodnik,"They are bullied by ministers of education to get in line with a ""Covid is over"" narrative, all in the midst of wave after wave in which unchecked viral spread fuels more viral mutations. They promote campus vax rates from 2 waves ago to reassure you, which were   2/3  https://t.co/248AEC13v8"
3575,amlendra,Amlendra Kumar Singh (मुन्ना),"MP| If India does good work, some countries conspire against us. WHO has submitted a report (on number of deaths in India due to Covid-19) which has been rejected by all health ministers. The figures WHO have given are without any facts: State Medical Education Min Vishwas Sarang"
3576,ani_mp_cg_rj,ANI MP/CG/Rajasthan,"MP| If India does good work, some countries conspire against us. WHO has submitted a report (on number of deaths in India due to Covid-19) which has been rejected by all health ministers. The figures WHO have given are without any facts: State Medical Education Min Vishwas Sarang  https://t.co/zxTz9XEK9I"
3577,aceducation,ACE,Pres. Bill Pink from @grcc joins the dotEDU podcast to discuss the future of community colleges post-COVID-19 and our hosts dive into the latest buzz around White House's plans for student loan forgiveness and more. Listen now and subscribe:  https://t.co/zdzY20vqop
3578,scalawagmag,Scalawag,"As COVID-19 cases rise again, schools are back at the epicenter of political choices on safety—and how they impact families.   From interviews with students and parents across the South, @Rainesford reports on our need to fundamentally rethink education:  https://t.co/YEsW0XZtdr"
3580,jasonruiz_lb,Jason Ruiz,"For instance, businesses knew the rules during COVID shutdowns and some chose not to follow them. The city's education approach yielded 11 citations:  https://t.co/c36q2rr84K"
3581,politicsanded,Politics & Education,@cant_b Covid life has killed my attention span.
3582,bob_2196,Bob Lallky,"Arizona: dead last in education but top-10 in death rate from Covid.   Thanks, @DougDucey!"
3583,ni_cleirigh,Marianne,"@williamcrawley He lost the heart &amp; minds of everyone involved in the education system here-parents, students who were so badly let down and misinformed ahead of crucial exams (who are now 18/19 &amp; can vote. Contrast his vote with that of Robin Swann’s-who was first class during Covid."
3584,bleasdalefamily,Bleasdale Family - #ThinkDLD,"@PIETwIIR Great questions. Without an acknowledgment by @Gov_NB that Covid is airborne I doubt you’ll ever get proper answers from an Education Minister that obfuscates rather than provide science-based evidence and truthful responses, particularly as of late. Notice what they recommend..."
3585,dacl_dc,Department of Aging & Community Living,(2/2) Learn ways that you can connect intergenerationally.   Visit  https://t.co/waL77iekyg to participate in a variety of discussions with the @DCGrandparents Against COVID-19 collective – a movement where intergenerational discussions lead to education and safety.
3586,thicc_mcrunfast,That_guy_mike,"@WalrusesAreCool @prodrunkdrivin @ggreenwald Read down the article slugger, that’s an aggregate total. broken down by party affiliation Independents and republicans hold much higher rates of priority for economy, education, taxes and covid. R’s we’re at 4% on the reproductive health question"
3588,jastford,June Astford,"@CityNewsTO @RichardCityNews Good solution for those who didn't do well with online education during Covid. Also good for those who aren't quite ready for the ""big time"" in a huge university."
3589,nb_covid_info,NB citizen Covid Updates #COVIDisAirborne,Education: schools where the spread of disease is effectively reduced rather than promoted is the reasonable expectation of NB tax payers. You have duties under the law. Address airborne transmission. /9
3590,nb_covid_info,NB citizen Covid Updates #COVIDisAirborne,"Those whose jobs it is to communicate with the public need to get back to doing that. There’s a province full of people they should be serving in part through communication, education, access to information. /7"
